label,pmid,sentence,design
0,19662560,"Over one-third had a prior STI, indicating that individuals do not perceive themselves to be at risk for another STI, and choose not to use condoms.",Retrospective
0,16633798,"Overall, it appears that midazolam induces a dissociation between explicit and implicit memory in young children in the pediatric surgery setting.",RCT
0,30545375,"Overall, the SF-12v2 was found to have adequate psychometric validity in our sample of adults with hemophilia.",Cross-Sectional
1,24279691,"Overall, the study results indicate that safety and efficacy were similar irrespective of the diclofenac formulation used; thus, the new SC diclofenac HP\xce\xb2CD has an acceptable tolerability profile and may be considered a valid alternative to IM-delivered diclofenac formulations.",RCT
2,24577972,"Overcoming challenges has required a multifaceted approach incorporating individualization, flexibility, and persistence, as well as the ability to implement needed mid-course corrections.",RCT
0,28214669,"Overweight/obesity is prevalent among adolescents with T1D, especially among girls and those of diverse race/ethnicity.",Cross-Sectional
0,20339177,Oxidative stress could play a role in the pathogenesis of cholestatic chronic liver diseases.,Case-Control
1,20930341,Ozone may be considered as an alternative management strategy due to its powerful ability to inactivate microorganisms.,RCT
1,24838896,"Papacarie(\xc2\xae) is an excellent option for the minimally invasive removal of carious tissue, achieving significant reductions in total bacteria, total Streptococcus and S. mutans with the same effectiveness as the traditional caries removal method.",RCT
0,27370941,Paracetamol 1g IV given preoperatively decreased anaesthetic requirements and the need for postoperative analgesics similar to the preoperative administration of ketorolac 30mg IV.,RCT
1,7743237,Partial cystectomy is an alternative to total cystectomy for bladder RMS when the tumor site makes it anatomically feasible.,Retrospective
0,24686106,"Participants can be enrolled successfully in a clinical trial for RRMS, but factors affecting the time to achieve the requirements needed to start screening can be unpredictable and problematic.",RCT
0,23045536,Participants with abnormal cancer screening tests or symptoms resolved faster if assigned to PN compared with those not assigned to PN.,RCT
0,27291563,Participation in regular wheelchair basketball sport may preserve and augment functional abilities in with wheelchair user Implications for rehabilitation The skills-sports relationship is reciprocal.,RCT
0,23048047,Patient beliefs prior to a diagnostic screening can influence ASRS self-report ratings.,RCT
0,23045537,"Patient navigation positively impacts time to resolution of abnormal screening tests for breast, colorectal, and prostate cancers in a medically underserved population.",RCT
0,18629590,Patient SES and deductible-level affect physician recommendations for preventive care.,RCT
2,28186932,Patients present differently and therefore require tailored interventions.,RCT
0,21868190,"Patients treated with SSN blocks had less pain overall, which led to a decreased need for analgesics in comparison to the subacromial infiltration and placebo groups.",RCT
0,22382727,Patients valued the booklet and rated its content highly.,RCT
0,23046818,Patients who received coaching and advice from primary care physicians (with or without the assistance by nurse educators) showed improvement in LDL-cholesterol.,RCT
0,30761793,Patients with BPH account for 27.1% of all patients seeking urological care at the polyclinic.,Retrospective
0,25410838,Patients with COPD are less active than are healthy adults of a comparable age.,Case-Control
2,30031018,"Patients with GERD with moderate-to-severe regurgitation, especially despite once-daily PPI treatment, should be considered for minimally invasive treatment with MSA rather than increased PPI therapy.",RCT
0,16217468,Patients with incorrect negative sentinel node(s) found in the frozen section examination had a significantly decreased risk for additional positive nonsentinel node(s) compared with patients with sentinel node metastases found in the frozen section.,Retrospective
0,20490699,Patients with NSN metastases could not be reliably identified prior to CLND.,Prospective
0,16715289,Patients with recurrent IVF embryo transfer failures after normal hysterosalpingography findings should also be reevaluated using hysteroscopy prior to further commencing IVF-embryo transfer cycles in order to enhance the clinical pregnancy rates.,RCT
0,23598835,Patients with severe pain immediately after vertebroplasty have similar long-term outcomes compared with patients without severe pain.,Retrospective
1,18607562,PAV+ may be used as a useful mode of support in critically ill patients.,RCT
0,24229481,PDT led to remarkable improvement and furthered necessary preconditions for long-term stabilization.,RCT
0,25151254,PEC does not significantly decrease the incidence of CSPEB after WF-EMR.,RCT
1,21411056,Peer-assisted learning may be a useful teaching method for simulation training.,RCT
1,18727753,Peer-support groups using a problem-based method could be a useful and comparatively inexpensive tool in alleviating work-related stress and burnout.,RCT
1,21354935,Pelvic MTX injection via the posterior fornix is a convenient procedure associated with minimal complications and serves as a good alternative for treatment of tubal pregnancy.,RCT
0,22407597,PEM is inferior to PC for accurate monitoring of drug nonadherence.,RCT
1,16679794,Penetrating keratoplasty combined with vitrectomy using a temporary keratoprosthesis is a safe and effective method in treating severe ocular injury with blood-stained cornea and no light perception.,Retrospective
